,PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,EMPPOP,EMPRESPONSE,EMPSAMPLE,EMPRESP_RATE,WORKSTUDY,STUDY,UNEMP,PREVWORKSTUD,BOTH,NOAVAIL,WORK
300,10000291,10000291,K00616,1,15.0,15.0,20.0,70.0,80.0,0.0,5.0,0.0,0.0,15.0,80.0
301,10000291,10000291,K00617,1,65.0,65.0,115.0,60.0,89.0,15.0,3.0,3.0,16.0,5.0,57.0
302,10000291,10000291,K00617,1,65.0,65.0,110.0,60.0,87.0,11.0,2.0,3.0,17.0,8.0,59.0
303,10000291,10000291,K00618,1,30.0,30.0,40.0,75.0,90.0,5.0,0.0,0.0,30.0,10.0,55.0
304,10000291,10000291,K00626,1,35.0,35.0,60.0,65.0,90.0,10.0,10.0,5.0,5.0,0.0,75.0
305,10000291,10000291,K00629,2,15.0,15.0,25.0,55.0,90.0,10.0,0.0,0.0,15.0,10.0,70.0
306,10000291,10000291,K00631,2,15.0,15.0,25.0,55.0,90.0,10.0,0.0,0.0,15.0,10.0,70.0
307,10000291,10000291,K00633,1,30.0,30.0,45.0,60.0,100.0,0.0,0.0,0.0,15.0,0.0,85.0
308,10000291,10000291,K00636,1,10.0,10.0,15.0,85.0,80.0,10.0,10.0,0.0,0.0,10.0,75.0
309,10000291,10000291,K00637,1,10.0,10.0,15.0,85.0,80.0,10.0,10.0,0.0,0.0,10.0,75.0
310,10000291,10000291,K00639,1,140.0,140.0,260.0,54.0,83.0,9.0,6.0,4.0,15.0,7.0,59.0
311,10000291,10000291,K00640,1,60.0,60.0,90.0,67.0,94.0,2.0,0.0,2.0,8.0,5.0,84.0
312,10000291,10000291,K00641,1,150.0,150.0,245.0,61.0,94.0,1.0,1.0,0.0,7.0,5.0,87.0
313,10000291,10000291,K00643,1,20.0,20.0,35.0,65.0,90.0,5.0,5.0,5.0,10.0,0.0,75.0
314,10000291,10000291,K00646,1,30.0,30.0,45.0,60.0,100.0,0.0,0.0,0.0,15.0,0.0,85.0
316,10000291,10000291,K00649,1,140.0,140.0,260.0,54.0,83.0,9.0,6.0,4.0,15.0,7.0,59.0
317,10000291,10000291,K00651,1,15.0,15.0,25.0,55.0,70.0,10.0,5.0,5.0,10.0,20.0,50.0
318,10000291,10000291,K00652,1,20.0,20.0,35.0,55.0,90.0,5.0,5.0,5.0,0.0,0.0,85.0
321,10000291,10000291,K00657,1,170.0,170.0,320.0,54.0,92.0,16.0,1.0,4.0,9.0,4.0,67.0
322,10000291,10000291,K00660,1,40.0,40.0,50.0,75.0,85.0,5.0,5.0,5.0,10.0,5.0,75.0
323,10000291,10000291,K00661,1,40.0,40.0,50.0,75.0,85.0,5.0,5.0,5.0,10.0,5.0,75.0
324,10000291,10000291,K00662,1,40.0,40.0,50.0,75.0,85.0,5.0,5.0,5.0,10.0,5.0,75.0
326,10000291,10000291,K00668,1,140.0,140.0,260.0,54.0,83.0,9.0,6.0,4.0,15.0,7.0,59.0
328,10000291,10000291,K00671,1,140.0,140.0,260.0,54.0,83.0,9.0,6.0,4.0,15.0,7.0,59.0
329,10000291,10000291,K00672,1,15.0,15.0,25.0,55.0,70.0,10.0,5.0,5.0,10.0,20.0,50.0
330,10000291,10000291,K00673,1,20.0,20.0,35.0,55.0,90.0,5.0,5.0,5.0,0.0,0.0,85.0
331,10000291,10000291,K00676,1,75.0,75.0,110.0,68.0,86.0,5.0,8.0,4.0,12.0,3.0,68.0
332,10000291,10000291,K00677,1,75.0,75.0,110.0,68.0,86.0,5.0,8.0,4.0,12.0,3.0,68.0
333,10000291,10000291,K00678,1,75.0,75.0,110.0,68.0,86.0,5.0,8.0,4.0,12.0,3.0,68.0
334,10000291,10000291,K00679,1,75.0,75.0,110.0,68.0,86.0,5.0,8.0,4.0,12.0,3.0,68.0
335,10000291,10000291,K00680,1,10.0,10.0,15.0,65.0,80.0,10.0,10.0,10.0,10.0,0.0,60.0
336,10000291,10000291,K00681,1,35.0,35.0,55.0,65.0,90.0,10.0,5.0,5.0,15.0,5.0,70.0
337,10000291,10000291,K00682,1,10.0,10.0,15.0,65.0,80.0,10.0,10.0,10.0,10.0,0.0,60.0
338,10000291,10000291,K00683,1,10.0,10.0,15.0,65.0,80.0,10.0,10.0,10.0,10.0,0.0,60.0
339,10000291,10000291,K00686,1,20.0,20.0,35.0,65.0,90.0,5.0,5.0,5.0,10.0,0.0,75.0
340,10000291,10000291,K00688,1,10.0,10.0,15.0,65.0,80.0,10.0,10.0,10.0,10.0,0.0,60.0
341,10000291,10000291,K00689,1,35.0,35.0,55.0,65.0,90.0,10.0,5.0,5.0,15.0,5.0,70.0
342,10000291,10000291,K00690,1,10.0,10.0,15.0,65.0,80.0,10.0,10.0,10.0,10.0,0.0,60.0
343,10000291,10000291,K00691,1,10.0,10.0,15.0,65.0,80.0,10.0,10.0,10.0,10.0,0.0,60.0
344,10000291,10000291,K00692,1,10.0,10.0,15.0,65.0,80.0,10.0,10.0,10.0,10.0,0.0,60.0
345,10000291,10000291,K00693,1,35.0,35.0,55.0,65.0,90.0,10.0,5.0,5.0,15.0,5.0,70.0
346,10000291,10000291,K00694,1,10.0,10.0,15.0,65.0,80.0,10.0,10.0,10.0,10.0,0.0,60.0
347,10000291,10000291,K00695,1,10.0,10.0,15.0,85.0,80.0,10.0,10.0,0.0,0.0,10.0,75.0
348,10000291,10000291,K00696,1,10.0,10.0,15.0,85.0,80.0,10.0,10.0,0.0,0.0,10.0,75.0
349,10000291,10000291,K00698,2,15.0,15.0,25.0,65.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0
350,10000291,10000291,K00699,1,15.0,15.0,25.0,60.0,85.0,0.0,5.0,0.0,5.0,5.0,80.0
351,10000291,10000291,K00700,2,75.0,75.0,135.0,56.0,97.0,0.0,0.0,3.0,5.0,0.0,92.0
352,10000291,10000291,K00701,1,15.0,15.0,25.0,60.0,85.0,0.0,5.0,0.0,5.0,5.0,80.0
353,10000291,10000291,K00702,1,15.0,15.0,25.0,60.0,85.0,0.0,5.0,0.0,5.0,5.0,80.0
354,10000291,10000291,K00703,2,75.0,75.0,135.0,56.0,97.0,0.0,0.0,3.0,5.0,0.0,92.0
355,10000291,10000291,K00704,1,15.0,15.0,25.0,60.0,85.0,0.0,5.0,0.0,5.0,5.0,80.0
356,10000291,10000291,K00705,1,15.0,15.0,25.0,60.0,85.0,0.0,5.0,0.0,5.0,5.0,80.0
357,10000291,10000291,K00706,2,75.0,75.0,135.0,56.0,97.0,0.0,0.0,3.0,5.0,0.0,92.0
358,10000291,10000291,K00707,1,15.0,15.0,25.0,60.0,85.0,0.0,5.0,0.0,5.0,5.0,80.0
359,10000291,10000291,K00708,1,60.0,60.0,120.0,51.0,83.0,12.0,8.0,2.0,24.0,7.0,48.0
360,10000291,10000291,K00709,1,45.0,45.0,75.0,60.0,90.0,30.0,5.0,0.0,15.0,5.0,40.0
361,10000291,10000291,K00710,1,45.0,45.0,75.0,60.0,90.0,30.0,5.0,0.0,15.0,5.0,40.0
362,10000291,10000291,K00712,1,35.0,35.0,50.0,70.0,95.0,0.0,0.0,0.0,10.0,5.0,90.0
363,10000291,10000291,K00713,1,40.0,40.0,50.0,75.0,85.0,5.0,5.0,5.0,10.0,5.0,75.0
364,10000291,10000291,K00714,1,40.0,40.0,50.0,75.0,85.0,5.0,5.0,5.0,10.0,5.0,75.0
365,10000291,10000291,K00719,1,15.0,15.0,20.0,65.0,95.0,5.0,0.0,0.0,30.0,5.0,55.0
366,10000291,10000291,K00720,1,15.0,15.0,20.0,65.0,95.0,5.0,0.0,0.0,30.0,5.0,55.0
367,10000291,10000291,K00721,1,15.0,15.0,20.0,65.0,95.0,5.0,0.0,0.0,30.0,5.0,55.0
368,10000291,10000291,K00723,1,30.0,30.0,40.0,70.0,95.0,0.0,0.0,5.0,10.0,5.0,80.0
369,10000291,10000291,K00724,1,30.0,30.0,40.0,70.0,95.0,0.0,0.0,5.0,10.0,5.0,80.0
370,10000291,10000291,K00725,1,20.0,20.0,35.0,55.0,95.0,10.0,0.0,5.0,15.0,0.0,70.0
371,10000291,10000291,K00726,1,20.0,20.0,35.0,55.0,95.0,10.0,0.0,5.0,15.0,0.0,70.0
372,10000291,10000291,K00727,1,40.0,40.0,50.0,75.0,85.0,5.0,5.0,5.0,10.0,5.0,75.0
373,10000291,10000291,K00728,1,45.0,45.0,90.0,50.0,90.0,10.0,0.0,0.0,0.0,5.0,80.0
374,10000291,10000291,K00729,1,40.0,40.0,50.0,75.0,85.0,5.0,5.0,5.0,10.0,5.0,75.0
375,10000291,10000291,K00730,1,40.0,40.0,50.0,75.0,85.0,5.0,5.0,5.0,10.0,5.0,75.0
376,10000291,10000291,K00731,1,40.0,40.0,50.0,75.0,85.0,5.0,5.0,5.0,10.0,5.0,75.0
377,10000291,10000291,K00732,1,40.0,40.0,50.0,75.0,85.0,5.0,5.0,5.0,10.0,5.0,75.0
378,10000291,10000291,K00733,1,45.0,45.0,90.0,50.0,90.0,10.0,0.0,0.0,0.0,5.0,80.0
379,10000291,10000291,K00734,1,40.0,40.0,50.0,75.0,85.0,5.0,5.0,5.0,10.0,5.0,75.0
380,10000291,10000291,K00735,1,40.0,40.0,50.0,75.0,85.0,5.0,5.0,5.0,10.0,5.0,75.0
381,10000291,10000291,K00736,1,40.0,40.0,50.0,75.0,85.0,5.0,5.0,5.0,10.0,5.0,75.0
382,10000291,10000291,K00737,1,45.0,45.0,90.0,50.0,90.0,10.0,0.0,0.0,0.0,5.0,80.0
383,10000291,10000291,K00738,1,40.0,40.0,50.0,75.0,85.0,5.0,5.0,5.0,10.0,5.0,75.0
384,10000291,10000291,K00739,1,15.0,15.0,20.0,75.0,85.0,20.0,5.0,5.0,20.0,0.0,50.0
385,10000291,10000291,K00740,1,15.0,15.0,20.0,75.0,85.0,20.0,5.0,5.0,20.0,0.0,50.0
386,10000291,10000291,K00741,1,20.0,20.0,25.0,75.0,95.0,10.0,0.0,0.0,15.0,5.0,70.0
387,10000291,10000291,K00742,1,20.0,20.0,25.0,75.0,95.0,10.0,0.0,0.0,15.0,5.0,70.0
388,10000291,10000291,K00743,1,10.0,10.0,15.0,65.0,80.0,10.0,10.0,10.0,10.0,0.0,60.0
389,10000291,10000291,K00744,1,50.0,50.0,85.0,55.0,85.0,10.0,0.0,10.0,15.0,0.0,60.0
390,10000291,10000291,K00744,1,15.0,15.0,20.0,65.0,95.0,5.0,0.0,0.0,30.0,5.0,55.0
391,10000291,10000291,K00745,1,50.0,50.0,85.0,55.0,85.0,10.0,0.0,10.0,15.0,0.0,60.0
392,10000291,10000291,K00745,1,15.0,15.0,20.0,65.0,95.0,5.0,0.0,0.0,30.0,5.0,55.0
393,10000291,10000291,K00746,1,50.0,50.0,85.0,55.0,85.0,10.0,0.0,10.0,15.0,0.0,60.0
394,10000291,10000291,K00746,1,15.0,15.0,20.0,65.0,95.0,5.0,0.0,0.0,30.0,5.0,55.0
395,10000291,10000291,K00747,1,75.0,75.0,110.0,68.0,86.0,5.0,8.0,4.0,12.0,3.0,68.0
396,10000291,10000291,K00748,1,75.0,75.0,110.0,68.0,86.0,5.0,8.0,4.0,12.0,3.0,68.0
397,10000291,10000291,K00749,1,30.0,30.0,45.0,65.0,85.0,5.0,10.0,5.0,15.0,5.0,65.0
398,10000291,10000291,K00750,1,30.0,30.0,45.0,65.0,85.0,5.0,10.0,5.0,15.0,5.0,65.0
399,10000291,10000291,K00751,1,30.0,30.0,45.0,65.0,85.0,5.0,10.0,5.0,15.0,5.0,65.0
400,10000291,10000291,K00752,1,30.0,30.0,45.0,65.0,85.0,5.0,10.0,5.0,15.0,5.0,65.0
401,10000291,10000291,K00753,1,75.0,75.0,110.0,68.0,86.0,5.0,8.0,4.0,12.0,3.0,68.0
402,10000291,10000291,K00754,1,75.0,75.0,110.0,68.0,86.0,5.0,8.0,4.0,12.0,3.0,68.0
403,10000291,10000291,K00755,1,75.0,75.0,110.0,68.0,86.0,5.0,8.0,4.0,12.0,3.0,68.0
404,10000291,10000291,K00756,1,75.0,75.0,110.0,68.0,86.0,5.0,8.0,4.0,12.0,3.0,68.0
405,10000291,10000291,K00757,1,110.0,110.0,175.0,65.0,79.0,13.0,8.0,2.0,13.0,12.0,53.0
406,10000291,10000291,K00758,2,20.0,20.0,40.0,55.0,95.0,5.0,0.0,0.0,10.0,5.0,80.0
408,10000291,10000291,K00760,1,60.0,60.0,120.0,51.0,83.0,12.0,8.0,2.0,24.0,7.0,48.0
409,10000291,10000291,K00762,1,45.0,45.0,90.0,50.0,90.0,10.0,0.0,0.0,0.0,5.0,80.0
410,10000291,10000291,K00763,1,45.0,45.0,90.0,50.0,90.0,10.0,0.0,0.0,0.0,5.0,80.0
411,10000291,10000291,K00764,1,45.0,45.0,90.0,50.0,90.0,10.0,0.0,0.0,0.0,5.0,80.0
412,10000291,10000291,K00765,1,35.0,35.0,60.0,65.0,90.0,10.0,10.0,5.0,5.0,0.0,75.0
413,10000291,10000291,K00766,1,110.0,110.0,175.0,65.0,79.0,13.0,8.0,2.0,13.0,12.0,53.0
414,10000291,10000291,K00767,1,170.0,170.0,320.0,54.0,92.0,16.0,1.0,4.0,9.0,4.0,67.0
415,10000291,10000291,K00768,1,15.0,15.0,25.0,60.0,85.0,0.0,5.0,0.0,5.0,5.0,80.0
416,10000291,10000291,K00769,2,75.0,75.0,135.0,56.0,97.0,0.0,0.0,3.0,5.0,0.0,92.0
417,10000291,10000291,K00770,1,15.0,15.0,25.0,60.0,85.0,0.0,5.0,0.0,5.0,5.0,80.0
418,10000291,10000291,K00771,1,15.0,15.0,25.0,60.0,85.0,0.0,5.0,0.0,5.0,5.0,80.0
419,10000291,10000291,K00772,2,75.0,75.0,135.0,56.0,97.0,0.0,0.0,3.0,5.0,0.0,92.0
420,10000291,10000291,K00773,1,15.0,15.0,25.0,60.0,85.0,0.0,5.0,0.0,5.0,5.0,80.0
421,10000291,10000291,K00774,2,75.0,75.0,135.0,56.0,97.0,0.0,0.0,3.0,5.0,0.0,92.0
422,10000291,10000291,K00775,1,15.0,15.0,25.0,60.0,85.0,0.0,5.0,0.0,5.0,5.0,80.0
423,10000291,10000291,K00776,1,15.0,15.0,25.0,60.0,85.0,0.0,5.0,0.0,5.0,5.0,80.0
424,10000291,10000291,K00777,1,75.0,75.0,110.0,68.0,86.0,5.0,8.0,4.0,12.0,3.0,68.0
425,10000291,10000291,K00778,1,75.0,75.0,110.0,68.0,86.0,5.0,8.0,4.0,12.0,3.0,68.0
426,10000291,10000291,K00779,1,75.0,75.0,110.0,68.0,86.0,5.0,8.0,4.0,12.0,3.0,68.0
427,10000291,10000291,K00780,1,75.0,75.0,110.0,68.0,86.0,5.0,8.0,4.0,12.0,3.0,68.0
428,10000291,10000291,K00781,1,10.0,10.0,15.0,65.0,100.0,20.0,0.0,0.0,30.0,0.0,50.0
429,10000291,10000291,K00782,1,10.0,10.0,15.0,65.0,90.0,20.0,0.0,0.0,10.0,10.0,60.0
430,10000291,10000291,K00783,1,10.0,10.0,15.0,65.0,90.0,20.0,0.0,0.0,10.0,10.0,60.0
431,10000291,10000291,K00784,1,10.0,10.0,20.0,60.0,100.0,10.0,0.0,0.0,0.0,0.0,90.0
432,10000291,10000291,K00785,1,45.0,45.0,80.0,55.0,95.0,5.0,5.0,0.0,35.0,0.0,55.0
433,10000291,10000291,K00786,1,170.0,170.0,320.0,54.0,92.0,16.0,1.0,4.0,9.0,4.0,67.0
434,10000291,10000291,K00787,1,15.0,15.0,30.0,55.0,80.0,5.0,0.0,5.0,10.0,10.0,65.0
435,10000291,10000291,K00788,1,15.0,15.0,30.0,55.0,80.0,5.0,0.0,5.0,10.0,10.0,65.0
436,10000291,10000291,K00789,1,75.0,75.0,110.0,68.0,86.0,5.0,8.0,4.0,12.0,3.0,68.0
437,10000291,10000291,K00790,1,75.0,75.0,110.0,68.0,86.0,5.0,8.0,4.0,12.0,3.0,68.0
438,10000291,10000291,K00791,1,75.0,75.0,110.0,68.0,86.0,5.0,8.0,4.0,12.0,3.0,68.0
439,10000291,10000291,K00792,1,75.0,75.0,110.0,68.0,86.0,5.0,8.0,4.0,12.0,3.0,68.0
440,10000291,10000291,K00793,1,10.0,10.0,20.0,60.0,100.0,10.0,0.0,0.0,0.0,0.0,90.0
441,10000291,10000291,K00794,1,10.0,10.0,20.0,60.0,100.0,10.0,0.0,0.0,0.0,0.0,90.0
442,10000291,10000291,K00795,1,10.0,10.0,20.0,60.0,100.0,10.0,0.0,0.0,0.0,0.0,90.0
443,10000291,10000291,K00796,1,30.0,30.0,35.0,75.0,85.0,5.0,5.0,0.0,5.0,5.0,70.0
444,10000291,10000291,K00797,1,30.0,30.0,35.0,75.0,85.0,5.0,5.0,0.0,5.0,5.0,70.0
445,10000291,10000291,K00798,1,30.0,30.0,35.0,75.0,85.0,5.0,5.0,0.0,5.0,5.0,70.0
446,10000291,10000291,K00799,1,10.0,10.0,15.0,65.0,90.0,20.0,0.0,0.0,10.0,10.0,60.0
447,10000291,10000291,K00800,1,140.0,140.0,260.0,54.0,83.0,9.0,6.0,4.0,15.0,7.0,59.0
458,10000385,10000385,BADES,1,230.0,230.0,360.0,64.0,89.0,4.0,2.0,5.0,2.0,4.0,83.0
474,10000415,10000415,BSAS3F,1,15.0,15.0,30.0,50.0,100.0,0.0,0.0,0.0,5.0,0.0,95.0
475,10000415,10000415,BSCAGF,1,15.0,15.0,30.0,50.0,100.0,0.0,0.0,0.0,5.0,0.0,95.0
476,10000415,10000415,BSCESF,1,25.0,25.0,50.0,50.0,100.0,5.0,0.0,0.0,10.0,0.0,85.0
477,10000415,10000415,DFACCF,1,25.0,55.0,105.0,50.0,85.0,5.0,10.0,10.0,15.0,0.0,65.0
481,10000415,10000415,DFEACF,1,25.0,55.0,105.0,50.0,85.0,5.0,10.0,10.0,15.0,0.0,65.0
495,10000536,10000536,PCS29SUEYFT,1,25.0,25.0,45.0,55.0,85.0,20.0,0.0,0.0,10.0,15.0,55.0
497,10000536,10000536,PS29SLANFT,1,20.0,20.0,40.0,55.0,85.0,25.0,0.0,0.0,10.0,15.0,50.0
504,10000571,10000571,BA-ACT,1,60.0,60.0,110.0,57.0,87.0,5.0,5.0,2.0,10.0,6.0,73.0
505,10000571,10000571,BA-ACT-SW,1,60.0,60.0,110.0,57.0,87.0,5.0,5.0,2.0,10.0,6.0,73.0
506,10000571,10000571,BA-AFS,1,60.0,60.0,110.0,57.0,87.0,5.0,5.0,2.0,10.0,6.0,73.0
507,10000571,10000571,BA-AFSS,1,60.0,60.0,110.0,57.0,87.0,5.0,5.0,2.0,10.0,6.0,73.0
511,10000571,10000571,BA-BL-BA,1,15.0,15.0,20.0,65.0,85.0,5.0,10.0,0.0,10.0,10.0,65.0
512,10000571,10000571,BA-BM,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
513,10000571,10000571,BA-BM-SW,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
514,10000571,10000571,BA-BMACC,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
515,10000571,10000571,BA-BMACC-SW,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
516,10000571,10000571,BA-BMAMC,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
517,10000571,10000571,BA-BMAMC,1,50.0,50.0,80.0,60.0,100.0,5.0,0.0,0.0,10.0,0.0,85.0
518,10000571,10000571,BA-BMAMC-SW,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
519,10000571,10000571,BA-BMAMC-SW,1,50.0,50.0,80.0,60.0,100.0,5.0,0.0,0.0,10.0,0.0,85.0
520,10000571,10000571,BA-BME,1,45.0,45.0,75.0,60.0,90.0,10.0,5.0,5.0,15.0,0.0,65.0
521,10000571,10000571,BA-BME,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
522,10000571,10000571,BA-BME-SW,1,45.0,45.0,75.0,60.0,90.0,10.0,5.0,5.0,15.0,0.0,65.0
523,10000571,10000571,BA-BME-SW,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
524,10000571,10000571,BA-BMENP,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
525,10000571,10000571,BA-BMENP-SW,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
526,10000571,10000571,BA-BMF,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
527,10000571,10000571,BA-BMF-SW,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
528,10000571,10000571,BA-BMFAE,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
529,10000571,10000571,BA-BMFAE-SW,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
530,10000571,10000571,BA-BMHRM,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
531,10000571,10000571,BA-BMHRM-SW,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
532,10000571,10000571,BA-BMINT,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
533,10000571,10000571,BA-BMINT-SW,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
534,10000571,10000571,BA-BMLAW,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
535,10000571,10000571,BA-BMLAW-SW,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
536,10000571,10000571,BA-BMM,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
537,10000571,10000571,BA-BMM-SW,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
538,10000571,10000571,BA-BMM-SW,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
539,10000571,10000571,BA-BMTM,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
540,10000571,10000571,BA-BMTM-SW,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
541,10000571,10000571,BA-BP,1,75.0,75.0,135.0,57.0,89.0,7.0,3.0,5.0,14.0,3.0,69.0
542,10000571,10000571,BA-BP-SW,1,80.0,80.0,120.0,64.0,93.0,6.0,0.0,4.0,11.0,2.0,76.0
543,10000571,10000571,BA-BSSOPO,1,45.0,45.0,75.0,60.0,90.0,10.0,5.0,5.0,15.0,0.0,65.0
544,10000571,10000571,BA-BSSOPO,1,30.0,30.0,50.0,60.0,85.0,5.0,5.0,5.0,20.0,5.0,60.0
545,10000571,10000571,BA-BSSOPO-SW,1,45.0,45.0,75.0,60.0,90.0,10.0,5.0,5.0,15.0,0.0,65.0
546,10000571,10000571,BA-BSSOPO-SW,1,30.0,30.0,50.0,60.0,85.0,5.0,5.0,5.0,20.0,5.0,60.0
547,10000571,10000571,BA-CACWADRA,1,40.0,40.0,60.0,60.0,85.0,10.0,5.0,10.0,15.0,5.0,65.0
548,10000571,10000571,BA-CACWADRA,1,60.0,60.0,110.0,57.0,87.0,5.0,5.0,2.0,10.0,6.0,73.0
549,10000571,10000571,BA-CACWADRA-SW,1,40.0,40.0,60.0,60.0,85.0,10.0,5.0,10.0,15.0,5.0,65.0
550,10000571,10000571,BA-CACWADRA-SW,1,60.0,60.0,110.0,57.0,87.0,5.0,5.0,2.0,10.0,6.0,73.0
552,10000571,10000571,BA-CAP-FY,1,25.0,25.0,45.0,50.0,95.0,5.0,5.0,0.0,15.0,0.0,75.0
553,10000571,10000571,BA-CAP-SW,1,25.0,25.0,45.0,50.0,95.0,5.0,5.0,0.0,15.0,0.0,75.0
554,10000571,10000571,BA-CAPS,1,25.0,25.0,45.0,50.0,95.0,5.0,5.0,0.0,15.0,0.0,75.0
555,10000571,10000571,BA-CCPH,1,60.0,60.0,110.0,57.0,87.0,5.0,5.0,2.0,10.0,6.0,73.0
556,10000571,10000571,BA-CL,1,30.0,30.0,50.0,60.0,85.0,5.0,5.0,5.0,20.0,5.0,60.0
557,10000571,10000571,BA-CL-SW,1,30.0,30.0,50.0,60.0,85.0,5.0,5.0,5.0,20.0,5.0,60.0
559,10000571,10000571,BA-CM-SW,1,60.0,60.0,95.0,60.0,89.0,9.0,2.0,5.0,15.0,4.0,66.0
560,10000571,10000571,BA-CP,1,30.0,30.0,50.0,60.0,85.0,5.0,5.0,5.0,20.0,5.0,60.0
561,10000571,10000571,BA-CP-SW,1,45.0,45.0,75.0,60.0,90.0,10.0,5.0,5.0,15.0,0.0,65.0
562,10000571,10000571,BA-CP-SW,1,30.0,30.0,50.0,60.0,85.0,5.0,5.0,5.0,20.0,5.0,60.0
563,10000571,10000571,BA-CRM,1,25.0,25.0,45.0,50.0,95.0,5.0,5.0,0.0,15.0,0.0,75.0
564,10000571,10000571,BA-CRM-SW,1,25.0,25.0,45.0,50.0,95.0,5.0,5.0,0.0,15.0,0.0,75.0
565,10000571,10000571,BA-CW,1,40.0,40.0,60.0,60.0,85.0,10.0,5.0,10.0,15.0,5.0,65.0
566,10000571,10000571,BA-CW-SW,1,40.0,40.0,60.0,60.0,85.0,10.0,5.0,10.0,15.0,5.0,65.0
568,10000571,10000571,BA-DAN-SW,1,15.0,15.0,20.0,65.0,85.0,5.0,10.0,0.0,10.0,10.0,65.0
569,10000571,10000571,BA-DCP-BA,1,15.0,15.0,20.0,65.0,85.0,5.0,10.0,0.0,10.0,10.0,65.0
570,10000571,10000571,BA-DCP-WE,1,15.0,15.0,20.0,65.0,85.0,5.0,10.0,0.0,10.0,10.0,65.0
571,10000571,10000571,BA-DPP,1,30.0,30.0,60.0,50.0,95.0,5.0,0.0,0.0,15.0,5.0,75.0
573,10000571,10000571,BA-DRA-SW,1,60.0,60.0,110.0,57.0,87.0,5.0,5.0,2.0,10.0,6.0,73.0
574,10000571,10000571,BA-DRAMT,1,60.0,60.0,95.0,60.0,89.0,9.0,2.0,5.0,15.0,4.0,66.0
575,10000571,10000571,BA-DRAMT-SW,1,60.0,60.0,110.0,57.0,87.0,5.0,5.0,2.0,10.0,6.0,73.0
576,10000571,10000571,BA-ECS,1,45.0,45.0,75.0,60.0,90.0,10.0,5.0,5.0,15.0,0.0,65.0
577,10000571,10000571,BA-ECS-BC,1,70.0,70.0,125.0,56.0,88.0,7.0,3.0,6.0,14.0,3.0,67.0
578,10000571,10000571,BA-ECS-SW,1,75.0,75.0,135.0,57.0,89.0,7.0,3.0,5.0,14.0,3.0,69.0
579,10000571,10000571,BA-ED,1,70.0,70.0,125.0,56.0,88.0,7.0,3.0,6.0,14.0,3.0,67.0
580,10000571,10000571,BA-EDPEY,1,70.0,70.0,125.0,56.0,88.0,7.0,3.0,6.0,14.0,3.0,67.0
581,10000571,10000571,BA-EDPEY-SW,1,70.0,70.0,125.0,56.0,88.0,7.0,3.0,6.0,14.0,3.0,67.0
582,10000571,10000571,BA-EDSECAAR,1,70.0,70.0,125.0,56.0,88.0,7.0,3.0,6.0,14.0,3.0,67.0
583,10000571,10000571,BA-EDSECAAR,1,25.0,25.0,45.0,50.0,95.0,5.0,5.0,0.0,15.0,0.0,75.0
584,10000571,10000571,BA-EDSECABI,1,70.0,70.0,125.0,56.0,88.0,7.0,3.0,6.0,14.0,3.0,67.0
