,PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,EMPPOP,EMPRESPONSE,EMPSAMPLE,EMPRESP_RATE,WORKSTUDY,STUDY,UNEMP,PREVWORKSTUD,BOTH,NOAVAIL,WORK
37587,10007806,10007806,47875,1,35.0,35.0,55.0,60.0,90.0,10.0,0.0,0.0,15.0,5.0,65.0
37589,10007806,10007806,47877,1,35.0,35.0,55.0,60.0,90.0,10.0,0.0,0.0,15.0,5.0,65.0
37590,10007806,10007806,47877,1,40.0,40.0,60.0,65.0,80.0,10.0,5.0,15.0,10.0,5.0,60.0
37591,10007806,10007806,47878,1,120.0,120.0,235.0,51.0,87.0,7.0,4.0,7.0,14.0,2.0,66.0
37592,10007806,10007806,47878,1,70.0,70.0,140.0,51.0,83.0,14.0,6.0,8.0,5.0,4.0,63.0
37593,10007806,10007806,47879,1,30.0,30.0,60.0,55.0,85.0,20.0,5.0,5.0,15.0,5.0,50.0
37594,10007806,10007806,47879,1,70.0,70.0,140.0,51.0,83.0,14.0,6.0,8.0,5.0,4.0,63.0
37597,10007806,10007806,47882,1,70.0,70.0,140.0,51.0,83.0,14.0,6.0,8.0,5.0,4.0,63.0
37598,10007806,10007806,47882,1,40.0,40.0,60.0,65.0,80.0,10.0,5.0,15.0,10.0,5.0,60.0
37599,10007806,10007806,47883,1,30.0,30.0,60.0,55.0,85.0,20.0,5.0,5.0,15.0,5.0,50.0
37600,10007806,10007806,47883,1,40.0,40.0,60.0,65.0,80.0,10.0,5.0,15.0,10.0,5.0,60.0
37602,10007806,10007806,47885,1,45.0,45.0,85.0,55.0,90.0,10.0,0.0,5.0,25.0,5.0,60.0
37603,10007806,10007806,47885,1,35.0,35.0,55.0,60.0,90.0,10.0,0.0,0.0,15.0,5.0,65.0
37604,10007806,10007806,47886,1,30.0,30.0,60.0,55.0,85.0,20.0,5.0,5.0,15.0,5.0,50.0
37605,10007806,10007806,47886,1,60.0,60.0,105.0,57.0,92.0,19.0,0.0,3.0,9.0,5.0,64.0
37608,10007806,10007806,47952,1,120.0,120.0,235.0,51.0,87.0,7.0,4.0,7.0,14.0,2.0,66.0
37609,10007806,10007806,47953,1,120.0,120.0,235.0,51.0,87.0,7.0,4.0,7.0,14.0,2.0,66.0
37610,10007806,10007806,47954,1,120.0,120.0,235.0,51.0,87.0,7.0,4.0,7.0,14.0,2.0,66.0
37611,10007806,10007806,47954,1,35.0,35.0,55.0,60.0,90.0,10.0,0.0,0.0,15.0,5.0,65.0
37613,10007806,10007806,47956,1,120.0,120.0,235.0,51.0,87.0,7.0,4.0,7.0,14.0,2.0,66.0
37614,10007806,10007806,47956,1,70.0,70.0,140.0,51.0,83.0,14.0,6.0,8.0,5.0,4.0,63.0
37615,10007806,10007806,47957,1,120.0,120.0,235.0,51.0,87.0,7.0,4.0,7.0,14.0,2.0,66.0
37616,10007806,10007806,47957,1,45.0,45.0,85.0,55.0,90.0,10.0,0.0,5.0,25.0,5.0,60.0
37617,10007806,10007806,47958,1,120.0,120.0,235.0,51.0,87.0,7.0,4.0,7.0,14.0,2.0,66.0
37618,10007806,10007806,47958,1,50.0,50.0,95.0,55.0,90.0,10.0,5.0,0.0,10.0,0.0,70.0
37619,10007806,10007806,47960,1,120.0,120.0,235.0,51.0,87.0,7.0,4.0,7.0,14.0,2.0,66.0
37620,10007806,10007806,47960,1,30.0,30.0,60.0,55.0,85.0,20.0,5.0,5.0,15.0,5.0,50.0
37621,10007806,10007806,47961,1,70.0,70.0,140.0,51.0,83.0,14.0,6.0,8.0,5.0,4.0,63.0
37622,10007806,10007806,47961,1,45.0,45.0,85.0,50.0,85.0,15.0,5.0,5.0,15.0,5.0,50.0
37624,10007806,10007806,47966,1,120.0,120.0,235.0,51.0,87.0,7.0,4.0,7.0,14.0,2.0,66.0
37625,10007806,10007806,47968,1,70.0,70.0,140.0,51.0,83.0,14.0,6.0,8.0,5.0,4.0,63.0
37626,10007806,10007806,47969,1,70.0,70.0,140.0,51.0,83.0,14.0,6.0,8.0,5.0,4.0,63.0
37627,10007806,10007806,47970,1,180.0,180.0,305.0,60.0,90.0,7.0,3.0,4.0,7.0,3.0,76.0
37628,10007806,10007806,47971,1,35.0,35.0,55.0,60.0,90.0,10.0,0.0,0.0,15.0,5.0,65.0
37629,10007806,10007806,47972,1,20.0,20.0,40.0,55.0,90.0,15.0,0.0,0.0,10.0,5.0,65.0
37630,10007806,10007806,47973,1,70.0,70.0,140.0,51.0,83.0,14.0,6.0,8.0,5.0,4.0,63.0
37631,10007806,10007806,47973,1,60.0,60.0,105.0,57.0,92.0,19.0,0.0,3.0,9.0,5.0,64.0
37632,10007806,10007806,47974,1,120.0,120.0,235.0,51.0,87.0,7.0,4.0,7.0,14.0,2.0,66.0
37633,10007806,10007806,47974,1,60.0,60.0,105.0,57.0,92.0,19.0,0.0,3.0,9.0,5.0,64.0
37634,10007806,10007806,48012,1,75.0,75.0,110.0,67.0,90.0,25.0,3.0,4.0,15.0,3.0,50.0
37636,10007806,10007806,48014,1,75.0,75.0,110.0,67.0,90.0,25.0,3.0,4.0,15.0,3.0,50.0
37637,10007806,10007806,48015,1,75.0,75.0,110.0,67.0,90.0,25.0,3.0,4.0,15.0,3.0,50.0
37639,10007806,10007806,48020,1,30.0,30.0,50.0,55.0,95.0,35.0,0.0,0.0,10.0,5.0,50.0
37641,10007806,10007806,48024,1,25.0,25.0,40.0,60.0,95.0,25.0,0.0,0.0,10.0,5.0,60.0
37642,10007806,10007806,48026,1,15.0,15.0,20.0,75.0,75.0,20.0,0.0,20.0,20.0,5.0,40.0
37643,10007806,10007806,48027,1,15.0,15.0,20.0,75.0,75.0,20.0,0.0,20.0,20.0,5.0,40.0
37644,10007806,10007806,48029,1,55.0,55.0,95.0,58.0,82.0,36.0,7.0,5.0,13.0,5.0,34.0
37645,10007806,10007806,48030,1,55.0,55.0,95.0,58.0,82.0,36.0,7.0,5.0,13.0,5.0,34.0
37647,10007806,10007806,48032,1,55.0,55.0,95.0,58.0,82.0,36.0,7.0,5.0,13.0,5.0,34.0
37648,10007806,10007806,48034,1,75.0,75.0,110.0,67.0,90.0,25.0,3.0,4.0,15.0,3.0,50.0
37650,10007806,10007806,48037,1,10.0,10.0,15.0,65.0,90.0,0.0,0.0,10.0,20.0,0.0,70.0
37653,10007806,10007806,48041,1,40.0,40.0,60.0,65.0,90.0,15.0,5.0,5.0,10.0,5.0,65.0
37654,10007806,10007806,48042,1,40.0,40.0,60.0,65.0,90.0,15.0,5.0,5.0,10.0,5.0,65.0
37656,10007806,10007806,48070,1,50.0,50.0,95.0,55.0,90.0,10.0,5.0,0.0,10.0,0.0,70.0
37658,10007806,10007806,48072,1,135.0,135.0,265.0,51.0,86.0,11.0,4.0,6.0,19.0,4.0,57.0
37659,10007806,10007806,48072,1,50.0,50.0,95.0,55.0,90.0,10.0,5.0,0.0,10.0,0.0,70.0
37660,10007806,10007806,48073,1,55.0,55.0,105.0,54.0,92.0,11.0,5.0,1.0,7.0,2.0,74.0
37661,10007806,10007806,48073,1,50.0,50.0,95.0,55.0,90.0,10.0,5.0,0.0,10.0,0.0,70.0
37662,10007806,10007806,48074,1,40.0,40.0,70.0,55.0,100.0,10.0,0.0,0.0,5.0,0.0,85.0
37663,10007806,10007806,48076,1,75.0,75.0,140.0,53.0,91.0,8.0,3.0,5.0,15.0,1.0,68.0
37666,10007806,10007806,48079,1,25.0,25.0,45.0,50.0,80.0,20.0,5.0,15.0,15.0,5.0,45.0
37667,10007806,10007806,48081,1,75.0,75.0,140.0,53.0,91.0,8.0,3.0,5.0,15.0,1.0,68.0
37668,10007806,10007806,48081,1,50.0,50.0,95.0,55.0,90.0,10.0,5.0,0.0,10.0,0.0,70.0
37670,10007806,10007806,48083,1,75.0,75.0,140.0,53.0,91.0,8.0,3.0,5.0,15.0,1.0,68.0
37671,10007806,10007806,48083,1,50.0,50.0,95.0,55.0,90.0,10.0,5.0,0.0,10.0,0.0,70.0
37672,10007806,10007806,48084,1,85.0,85.0,165.0,51.0,90.0,11.0,4.0,5.0,17.0,1.0,62.0
37673,10007806,10007806,48084,1,25.0,25.0,45.0,50.0,80.0,20.0,5.0,15.0,15.0,5.0,45.0
37674,10007806,10007806,48085,1,85.0,85.0,165.0,51.0,90.0,11.0,4.0,5.0,17.0,1.0,62.0
37675,10007806,10007806,48085,1,25.0,25.0,45.0,50.0,80.0,20.0,5.0,15.0,15.0,5.0,45.0
37676,10007806,10007806,48086,1,75.0,75.0,140.0,53.0,91.0,8.0,3.0,5.0,15.0,1.0,68.0
37677,10007806,10007806,48086,1,60.0,60.0,105.0,57.0,92.0,19.0,0.0,3.0,9.0,5.0,64.0
37678,10007806,10007806,48087,1,75.0,75.0,140.0,53.0,91.0,8.0,3.0,5.0,15.0,1.0,68.0
37679,10007806,10007806,48087,1,60.0,60.0,105.0,57.0,92.0,19.0,0.0,3.0,9.0,5.0,64.0
37680,10007806,10007806,48088,1,75.0,75.0,140.0,53.0,91.0,8.0,3.0,5.0,15.0,1.0,68.0
37681,10007806,10007806,48088,1,25.0,25.0,55.0,50.0,85.0,15.0,5.0,5.0,0.0,0.0,65.0
37682,10007806,10007806,48089,1,75.0,75.0,140.0,53.0,91.0,8.0,3.0,5.0,15.0,1.0,68.0
37683,10007806,10007806,48089,1,25.0,25.0,55.0,50.0,85.0,15.0,5.0,5.0,0.0,0.0,65.0
37684,10007806,10007806,48090,1,75.0,75.0,140.0,53.0,91.0,8.0,3.0,5.0,15.0,1.0,68.0
37685,10007806,10007806,48090,1,45.0,45.0,85.0,50.0,85.0,15.0,5.0,5.0,15.0,5.0,50.0
37687,10007806,10007806,48092,1,70.0,70.0,140.0,51.0,83.0,14.0,6.0,8.0,5.0,4.0,63.0
37688,10007806,10007806,48092,1,20.0,20.0,40.0,55.0,90.0,15.0,0.0,0.0,10.0,5.0,65.0
37689,10007806,10007806,48093,1,20.0,20.0,40.0,55.0,90.0,15.0,0.0,0.0,10.0,5.0,65.0
37690,10007806,10007806,48093,1,50.0,50.0,95.0,55.0,90.0,10.0,5.0,0.0,10.0,0.0,70.0
37692,10007806,10007806,48095,1,20.0,20.0,40.0,55.0,90.0,15.0,0.0,0.0,10.0,5.0,65.0
37693,10007806,10007806,48095,1,60.0,60.0,105.0,57.0,92.0,19.0,0.0,3.0,9.0,5.0,64.0
37695,10007806,10007806,48098,1,25.0,25.0,55.0,50.0,85.0,15.0,5.0,5.0,0.0,0.0,65.0
37696,10007806,10007806,48099,1,25.0,25.0,55.0,50.0,85.0,15.0,5.0,5.0,0.0,0.0,65.0
37697,10007806,10007806,48100,1,45.0,45.0,85.0,50.0,85.0,15.0,5.0,5.0,15.0,5.0,50.0
37699,10007806,10007806,48102,1,70.0,70.0,140.0,51.0,83.0,14.0,6.0,8.0,5.0,4.0,63.0
37700,10007806,10007806,48102,1,60.0,60.0,105.0,57.0,92.0,19.0,0.0,3.0,9.0,5.0,64.0
37702,10007806,10007806,48104,1,120.0,120.0,235.0,51.0,87.0,7.0,4.0,7.0,14.0,2.0,66.0
37703,10007806,10007806,48104,1,45.0,45.0,85.0,50.0,85.0,15.0,5.0,5.0,15.0,5.0,50.0
37704,10007806,10007806,48105,1,25.0,25.0,55.0,50.0,85.0,15.0,5.0,5.0,0.0,0.0,65.0
37705,10007806,10007806,48105,1,50.0,50.0,95.0,55.0,90.0,10.0,5.0,0.0,10.0,0.0,70.0
37706,10007806,10007806,48106,1,60.0,60.0,105.0,57.0,92.0,19.0,0.0,3.0,9.0,5.0,64.0
37707,10007806,10007806,48106,1,45.0,45.0,85.0,50.0,85.0,15.0,5.0,5.0,15.0,5.0,50.0
37708,10007806,10007806,48107,1,10.0,10.0,20.0,55.0,100.0,20.0,0.0,0.0,0.0,0.0,80.0
37710,10007806,10007806,48109,1,20.0,20.0,35.0,55.0,100.0,5.0,0.0,0.0,10.0,0.0,85.0
37711,10007806,10007806,48110,1,10.0,10.0,20.0,55.0,100.0,20.0,0.0,0.0,0.0,0.0,80.0
37712,10007806,10007806,48111,1,50.0,50.0,95.0,55.0,90.0,10.0,5.0,0.0,10.0,0.0,70.0
37713,10007806,10007806,48111,1,20.0,20.0,35.0,55.0,100.0,5.0,0.0,0.0,10.0,0.0,85.0
37714,10007806,10007806,48112,1,50.0,50.0,95.0,55.0,90.0,10.0,5.0,0.0,10.0,0.0,70.0
37715,10007806,10007806,48112,1,20.0,20.0,35.0,55.0,100.0,5.0,0.0,0.0,10.0,0.0,85.0
37717,10007806,10007806,48114,1,75.0,75.0,140.0,53.0,91.0,8.0,3.0,5.0,15.0,1.0,68.0
37718,10007806,10007806,48114,1,20.0,20.0,35.0,55.0,100.0,5.0,0.0,0.0,10.0,0.0,85.0
37719,10007806,10007806,48115,1,35.0,35.0,55.0,60.0,90.0,10.0,0.0,0.0,15.0,5.0,65.0
37720,10007806,10007806,48115,1,20.0,20.0,35.0,55.0,100.0,5.0,0.0,0.0,10.0,0.0,85.0
37722,10007806,10007806,48223,1,35.0,35.0,50.0,70.0,80.0,20.0,5.0,10.0,5.0,5.0,55.0
37723,10007806,10007806,48224,1,35.0,35.0,50.0,70.0,80.0,20.0,5.0,10.0,5.0,5.0,55.0
37725,10007806,10007806,48226,1,40.0,40.0,55.0,75.0,80.0,20.0,5.0,10.0,10.0,5.0,55.0
37726,10007806,10007806,48227,1,35.0,35.0,50.0,70.0,80.0,20.0,5.0,10.0,5.0,5.0,55.0
37728,10007806,10007806,48230,1,40.0,40.0,55.0,75.0,80.0,20.0,5.0,10.0,10.0,5.0,55.0
37729,10007806,10007806,48230,1,35.0,35.0,50.0,70.0,80.0,20.0,5.0,10.0,5.0,5.0,55.0
37731,10007806,10007806,48233,1,55.0,55.0,105.0,54.0,92.0,17.0,2.0,3.0,19.0,3.0,55.0
37732,10007806,10007806,48233,1,85.0,85.0,140.0,61.0,94.0,11.0,0.0,5.0,17.0,1.0,66.0
37733,10007806,10007806,48234,1,55.0,55.0,105.0,54.0,92.0,17.0,2.0,3.0,19.0,3.0,55.0
37734,10007806,10007806,48235,1,55.0,55.0,105.0,54.0,92.0,17.0,2.0,3.0,19.0,3.0,55.0
37735,10007806,10007806,48235,1,85.0,85.0,140.0,61.0,94.0,11.0,0.0,5.0,17.0,1.0,66.0
37736,10007806,10007806,48236,1,55.0,55.0,105.0,54.0,92.0,17.0,2.0,3.0,19.0,3.0,55.0
37737,10007806,10007806,48237,1,55.0,55.0,105.0,54.0,92.0,17.0,2.0,3.0,19.0,3.0,55.0
37738,10007806,10007806,48237,1,30.0,30.0,55.0,60.0,85.0,10.0,5.0,5.0,15.0,5.0,65.0
37739,10007806,10007806,48238,1,55.0,55.0,105.0,54.0,92.0,17.0,2.0,3.0,19.0,3.0,55.0
37740,10007806,10007806,48238,1,30.0,30.0,55.0,60.0,85.0,10.0,5.0,5.0,15.0,5.0,65.0
37741,10007806,10007806,48242,1,35.0,35.0,50.0,70.0,80.0,20.0,5.0,10.0,5.0,5.0,55.0
37742,10007806,10007806,48243,1,35.0,35.0,50.0,70.0,80.0,20.0,5.0,10.0,5.0,5.0,55.0
37745,10007806,10007806,48270,1,110.0,110.0,195.0,57.0,88.0,7.0,2.0,6.0,16.0,5.0,65.0
37746,10007806,10007806,48270,1,55.0,55.0,90.0,59.0,90.0,6.0,2.0,6.0,3.0,3.0,81.0
37750,10007806,10007806,48363,1,75.0,75.0,110.0,67.0,90.0,25.0,3.0,4.0,15.0,3.0,50.0
37751,10007806,10007806,48363,1,110.0,110.0,195.0,57.0,88.0,7.0,2.0,6.0,16.0,5.0,65.0
37753,10007807,10007807,1098,1,75.0,75.0,140.0,53.0,97.0,1.0,1.0,2.0,15.0,1.0,81.0
37755,10007807,10007807,1112,1,140.0,140.0,245.0,57.0,91.0,4.0,4.0,2.0,10.0,2.0,78.0
37756,10007807,10007807,1112,1,60.0,60.0,100.0,57.0,89.0,19.0,1.0,5.0,20.0,5.0,50.0
37757,10007807,10007807,1125,1,140.0,140.0,245.0,57.0,91.0,4.0,4.0,2.0,10.0,2.0,78.0
37758,10007807,10007807,1125,1,15.0,15.0,25.0,60.0,80.0,0.0,5.0,5.0,20.0,5.0,65.0
37759,10007807,10007807,1182,1,50.0,50.0,85.0,60.0,95.0,5.0,0.0,5.0,25.0,0.0,60.0
37760,10007807,10007807,1182,1,75.0,75.0,140.0,53.0,97.0,1.0,1.0,2.0,15.0,1.0,81.0
37761,10007807,10007807,1187,1,50.0,50.0,85.0,60.0,95.0,5.0,0.0,5.0,25.0,0.0,60.0
37762,10007807,10007807,1187,1,60.0,60.0,100.0,57.0,89.0,19.0,1.0,5.0,20.0,5.0,50.0
37763,10007807,10007807,1192,1,50.0,50.0,85.0,60.0,95.0,5.0,0.0,5.0,25.0,0.0,60.0
37764,10007807,10007807,1192,1,35.0,35.0,60.0,60.0,95.0,0.0,5.0,0.0,5.0,0.0,90.0
37765,10007807,10007807,1203,1,50.0,50.0,85.0,60.0,95.0,5.0,0.0,5.0,25.0,0.0,60.0
37766,10007807,10007807,1203,1,55.0,55.0,100.0,56.0,92.0,2.0,0.0,1.0,21.0,7.0,68.0
37767,10007807,10007807,1308,2,20.0,20.0,35.0,70.0,95.0,0.0,0.0,5.0,0.0,0.0,95.0
37770,10007807,10007807,1449,1,15.0,15.0,25.0,55.0,100.0,5.0,0.0,0.0,45.0,0.0,50.0
37771,10007807,10007807,1449,1,15.0,15.0,25.0,60.0,80.0,0.0,5.0,5.0,20.0,5.0,65.0
37772,10007807,10007807,1455,1,60.0,60.0,100.0,57.0,89.0,19.0,1.0,5.0,20.0,5.0,50.0
37773,10007807,10007807,1455,1,15.0,15.0,25.0,55.0,100.0,5.0,0.0,0.0,45.0,0.0,50.0
37776,10007807,10007807,1501,1,75.0,75.0,140.0,53.0,97.0,1.0,1.0,2.0,15.0,1.0,81.0
37777,10007807,10007807,1501,1,15.0,15.0,25.0,60.0,80.0,0.0,5.0,5.0,20.0,5.0,65.0
37778,10007807,10007807,1503,1,60.0,60.0,100.0,57.0,89.0,19.0,1.0,5.0,20.0,5.0,50.0
37779,10007807,10007807,1503,1,15.0,15.0,25.0,60.0,80.0,0.0,5.0,5.0,20.0,5.0,65.0
37780,10007807,10007807,1510,1,15.0,15.0,25.0,55.0,100.0,5.0,0.0,0.0,45.0,0.0,50.0
37781,10007807,10007807,1510,1,15.0,15.0,25.0,60.0,80.0,0.0,5.0,5.0,20.0,5.0,65.0
37783,10007807,10007807,1720,1,75.0,75.0,150.0,51.0,96.0,0.0,0.0,0.0,5.0,4.0,91.0
37784,10007807,10007807,1723,1,75.0,75.0,150.0,51.0,96.0,0.0,0.0,0.0,5.0,4.0,91.0
37785,10007807,10007807,1753,1,25.0,25.0,45.0,55.0,95.0,10.0,0.0,5.0,20.0,5.0,65.0
37786,10007807,10007807,1761,1,120.0,120.0,235.0,51.0,89.0,8.0,1.0,2.0,15.0,8.0,65.0
37788,10007807,10007807,1794,1,75.0,75.0,150.0,51.0,96.0,0.0,0.0,0.0,5.0,4.0,91.0
37791,10007807,10007807,2076,1,25.0,25.0,35.0,70.0,90.0,0.0,10.0,0.0,5.0,0.0,90.0
37792,10007807,10007807,2081,1,195.0,195.0,340.0,58.0,92.0,5.0,3.0,1.0,6.0,4.0,81.0
37793,10007807,10007807,2132,1,195.0,195.0,340.0,58.0,92.0,5.0,3.0,1.0,6.0,4.0,81.0
37795,10007807,10007807,2183,2,35.0,35.0,65.0,50.0,95.0,0.0,5.0,0.0,0.0,5.0,95.0
37797,10007807,10007807,2386,2,10.0,10.0,20.0,60.0,90.0,5.0,10.0,0.0,0.0,0.0,90.0
37798,10007807,10007807,2386,2,30.0,30.0,50.0,60.0,75.0,5.0,0.0,5.0,15.0,20.0,55.0
37799,10007807,10007807,2395,2,10.0,10.0,20.0,60.0,90.0,5.0,10.0,0.0,0.0,0.0,90.0
37800,10007807,10007807,2399,2,30.0,30.0,55.0,55.0,90.0,0.0,0.0,5.0,0.0,5.0,90.0
37801,10007807,10007807,2399,2,30.0,30.0,50.0,60.0,75.0,5.0,0.0,5.0,15.0,20.0,55.0
37802,10007807,10007807,2416,2,10.0,10.0,20.0,60.0,90.0,5.0,10.0,0.0,0.0,0.0,90.0
37803,10007807,10007807,2581,2,20.0,20.0,40.0,55.0,85.0,0.0,0.0,5.0,0.0,10.0,85.0
37804,10007807,10007807,2666,1,35.0,35.0,60.0,60.0,95.0,0.0,5.0,0.0,5.0,0.0,90.0
37806,10007807,10007807,2676,1,140.0,140.0,245.0,57.0,91.0,4.0,4.0,2.0,10.0,2.0,78.0
37808,10007807,10007807,2735,1,140.0,140.0,245.0,57.0,91.0,4.0,4.0,2.0,10.0,2.0,78.0
37809,10007807,10007807,2735,1,15.0,15.0,25.0,65.0,90.0,15.0,0.0,0.0,10.0,10.0,60.0
37810,10007807,10007807,2847,2,30.0,30.0,50.0,60.0,75.0,5.0,0.0,5.0,15.0,20.0,55.0
37811,10007807,10007807,2849,2,30.0,30.0,50.0,60.0,75.0,5.0,0.0,5.0,15.0,20.0,55.0
37812,10007807,10007807,2849,2,10.0,10.0,15.0,65.0,100.0,0.0,0.0,0.0,25.0,0.0,75.0
37813,10007807,10007807,2855,1,40.0,40.0,65.0,60.0,95.0,0.0,0.0,0.0,15.0,5.0,80.0
37814,10007807,10007807,2887,1,75.0,75.0,140.0,53.0,97.0,1.0,1.0,2.0,15.0,1.0,81.0
37815,10007807,10007807,2887,1,70.0,70.0,130.0,54.0,90.0,3.0,5.0,1.0,13.0,4.0,74.0
37816,10007807,10007807,2916,1,120.0,120.0,235.0,51.0,89.0,8.0,1.0,2.0,15.0,8.0,65.0
37817,10007807,10007807,2917,1,120.0,120.0,235.0,51.0,89.0,8.0,1.0,2.0,15.0,8.0,65.0
37818,10007807,10007807,2917,1,20.0,20.0,30.0,65.0,85.0,10.0,5.0,10.0,25.0,5.0,50.0
37819,10007807,10007807,2918,1,120.0,120.0,235.0,51.0,89.0,8.0,1.0,2.0,15.0,8.0,65.0
37820,10007807,10007807,2920,1,30.0,30.0,50.0,55.0,95.0,15.0,0.0,0.0,5.0,5.0,75.0
37821,10007807,10007807,2947,1,20.0,20.0,30.0,65.0,85.0,10.0,5.0,10.0,25.0,5.0,50.0
37822,10007807,10007807,2970,1,120.0,120.0,235.0,51.0,89.0,8.0,1.0,2.0,15.0,8.0,65.0
37823,10007807,10007807,2970,1,50.0,50.0,85.0,60.0,95.0,5.0,0.0,5.0,25.0,0.0,60.0
37824,10007807,10007807,2972,1,120.0,120.0,235.0,51.0,89.0,8.0,1.0,2.0,15.0,8.0,65.0
37825,10007807,10007807,2972,1,25.0,25.0,45.0,55.0,95.0,10.0,0.0,5.0,20.0,5.0,65.0
37826,10007807,10007807,2977,1,25.0,25.0,45.0,55.0,95.0,10.0,0.0,5.0,20.0,5.0,65.0
37827,10007807,10007807,2977,1,50.0,50.0,85.0,60.0,95.0,5.0,0.0,5.0,25.0,0.0,60.0
37828,10007807,10007807,2991,1,35.0,35.0,55.0,60.0,95.0,5.0,0.0,5.0,25.0,0.0,70.0
37829,10007807,10007807,3005,1,135.0,135.0,260.0,52.0,93.0,1.0,0.0,1.0,15.0,7.0,76.0
37830,10007807,10007807,3024,1,120.0,120.0,235.0,51.0,89.0,8.0,1.0,2.0,15.0,8.0,65.0
37831,10007807,10007807,3024,1,25.0,25.0,45.0,55.0,95.0,10.0,0.0,5.0,20.0,5.0,65.0
37832,10007807,10007807,3091,2,10.0,10.0,20.0,60.0,90.0,5.0,10.0,0.0,0.0,0.0,90.0
37833,10007807,10007807,3124,2,30.0,30.0,55.0,55.0,90.0,0.0,0.0,5.0,0.0,5.0,90.0
37834,10007807,10007807,3220,1,20.0,20.0,30.0,60.0,100.0,10.0,0.0,0.0,5.0,0.0,85.0
37835,10007807,10007807,3228,1,45.0,45.0,60.0,75.0,95.0,5.0,0.0,0.0,20.0,0.0,70.0
37836,10007807,10007807,3239,1,65.0,65.0,125.0,54.0,93.0,2.0,3.0,1.0,10.0,3.0,81.0
37837,10007807,10007807,3262,1,10.0,10.0,20.0,60.0,100.0,20.0,0.0,0.0,15.0,0.0,65.0
37838,10007807,10007807,3279,1,50.0,50.0,70.0,75.0,100.0,5.0,0.0,0.0,10.0,0.0,85.0
37839,10007807,10007807,3300,1,65.0,65.0,125.0,54.0,93.0,2.0,3.0,1.0,10.0,3.0,81.0
37840,10007807,10007807,3307,1,20.0,20.0,35.0,60.0,95.0,10.0,0.0,5.0,5.0,0.0,80.0
37841,10007807,10007807,3316,1,20.0,20.0,25.0,70.0,95.0,10.0,5.0,0.0,10.0,0.0,75.0
37842,10007807,10007807,3316,1,75.0,75.0,130.0,58.0,89.0,2.0,1.0,2.0,5.0,7.0,82.0
37843,10007807,10007807,3325,2,10.0,10.0,20.0,55.0,90.0,0.0,0.0,10.0,10.0,0.0,80.0
37844,10007807,10007807,3347,2,20.0,20.0,35.0,70.0,95.0,0.0,0.0,5.0,0.0,0.0,95.0
37845,10007807,10007807,3417,1,35.0,35.0,50.0,75.0,85.0,20.0,0.0,10.0,25.0,5.0,40.0
37846,10007807,10007807,3417,1,35.0,35.0,45.0,75.0,90.0,20.0,5.0,5.0,25.0,0.0,45.0
37847,10007807,10007807,3456,1,35.0,35.0,50.0,75.0,85.0,20.0,0.0,10.0,25.0,5.0,40.0
37848,10007807,10007807,3456,1,35.0,35.0,45.0,75.0,90.0,20.0,5.0,5.0,25.0,0.0,45.0
37849,10007807,10007807,3490,1,35.0,35.0,50.0,75.0,85.0,20.0,0.0,10.0,25.0,5.0,40.0
37850,10007807,10007807,3490,1,35.0,35.0,45.0,75.0,90.0,20.0,5.0,5.0,25.0,0.0,45.0
37853,10007807,10007807,3832,1,15.0,15.0,20.0,60.0,90.0,0.0,0.0,0.0,10.0,10.0,85.0
37856,10007807,10007807,3860,1,75.0,75.0,150.0,51.0,94.0,9.0,3.0,3.0,16.0,1.0,69.0
37857,10007807,10007807,3861,1,75.0,75.0,150.0,51.0,94.0,9.0,3.0,3.0,16.0,1.0,69.0
37860,10007807,10007807,3872,1,65.0,65.0,80.0,80.0,93.0,27.0,0.0,3.0,6.0,4.0,60.0
37865,10007807,10007807,3905,1,15.0,15.0,25.0,65.0,90.0,15.0,0.0,0.0,10.0,10.0,60.0
37866,10007807,10007807,3905,1,15.0,15.0,25.0,60.0,80.0,5.0,0.0,0.0,5.0,20.0,70.0
37868,10007807,10007807,3912,1,15.0,15.0,25.0,60.0,80.0,5.0,0.0,0.0,5.0,20.0,70.0
37869,10007807,10007807,3913,1,15.0,15.0,20.0,65.0,85.0,0.0,0.0,0.0,10.0,15.0,75.0
37873,10007807,10007807,3931,1,25.0,25.0,35.0,70.0,95.0,10.0,5.0,0.0,10.0,5.0,70.0
37875,10007807,10007807,4006,1,75.0,75.0,120.0,62.0,80.0,9.0,1.0,12.0,19.0,7.0,52.0
37876,10007807,10007807,4006,1,25.0,25.0,35.0,70.0,95.0,10.0,5.0,0.0,10.0,5.0,70.0
37877,10007807,10007807,4020,1,75.0,75.0,120.0,62.0,80.0,9.0,1.0,12.0,19.0,7.0,52.0
37878,10007807,10007807,4020,1,15.0,15.0,25.0,60.0,80.0,5.0,0.0,0.0,5.0,20.0,70.0
37879,10007807,10007807,4031,1,135.0,135.0,260.0,52.0,93.0,1.0,0.0,1.0,15.0,7.0,76.0
37881,10007807,10007807,4099,2,15.0,15.0,30.0,60.0,65.0,5.0,0.0,0.0,5.0,35.0,50.0
37884,10007807,10007807,4130,2,25.0,25.0,40.0,65.0,65.0,5.0,0.0,5.0,15.0,30.0,50.0
37887,10007807,10007807,4239,1,195.0,195.0,340.0,58.0,92.0,5.0,3.0,1.0,6.0,4.0,81.0
